Date,Time,Hours,day of week,total,Place Eng,Day Time ,Amount of items ,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
10/08/2019,11:09:00,11,Sat,17300,Unknown,Morning,4,1,,,,1,,,,2,,,,,,,,,,,,,,
10/08/2019,11:27:00,11,Sat,36800,Unknown,Morning,9,1,1,,,1,,,,1,1,,,,,1,,,,2,1,,,
10/08/2019,11:38:00,11,Sat,25300,Unknown,Morning,5,1,1,,,1,,1,,,,,,,,,,,,1,,,,
10/08/2019,12:17:00,12,Sat,46200,Unknown,Morning,10,4,,,,,,,,2,1,,,,,2,,,1,,,,,
10/08/2019,13:09:00,13,Sat,30200,Unknown,Afternoon,6,4,,,,,,2,,,,,,,,,,,,,,,,
10/08/2019,13:15:00,13,Sat,16600,Unknown,Afternoon,4,1,,,,1,,,,,,,,,1,,,,,1,,,,
10/08/2019,13:22:00,13,Sat,21200,Unknown,Afternoon,4,4,,,,,,,,,,,,,,,,,,,,,,
10/08/2019,13:31:00,13,Sat,24400,Unknown,Afternoon,5,3,,,,1,,1,,,,,,,,,,,,,,,,
11/08/2019,11:01:00,11,Sun,21800,Unknown,Morning,5,1,1,,,1,,,,1,,,,,,1,,,,,,,,
11/08/2019,11:02:00,11,Sun,16800,Unknown,Morning,4,1,,,1,,,,,1,,,,,,,,,,1,,,,
11/08/2019,11:03:00,11,Sun,16000,Unknown,Morning,4,,,,,1,,,,1,,,,,,,,,1,1,,,,
11/08/2019,11:08:00,11,Sun,22800,Unknown,Morning,5,1,,,,,,1,,,,,,,,1,,,1,1,,,,
11/08/2019,11:08:00,11,Sun,17800,Unknown,Morning,4,1,,,1,,,1,,,,,,,,,,,,1,,,,
11/08/2019,11:37:00,11,Sun,15800,Unknown,Morning,3,1,,,,,,,,,,,,,,1,,,,,1,,,
11/08/2019,11:40:00,11,Sun,38900,Unknown,Morning,9,3,,,,2,,1,,2,1,,,,,,,,,,,,,
11/08/2019,11:46:00,11,Sun,19600,Unknown,Morning,4,2,1,,,,,,,,1,,,,,,,,,,,,,
11/08/2019,11:50:00,11,Sun,15300,Unknown,Morning,4,1,1,1,,,,,,1,,,,,,,,,,,,,,
11/08/2019,11:58:00,11,Sun,27900,Unknown,Morning,6,3,1,,,,,,,1,,,,,,,,,1,,,,,
11/08/2019,12:58:00,12,Sun,15800,Unknown,Morning,3,1,,,,,1,,,,,,,,,1,,,,,,,,
11/08/2019,13:14:00,13,Sun,19300,Unknown,Afternoon,4,1,,,,,,,,1,,,,,,1,,,,,,1,,
11/08/2019,13:21:00,13,Sun,23100,Unknown,Afternoon,5,2,,,,,,,,,,,,,,1,,,,1,,,1,
11/08/2019,13:27:00,13,Sun,17300,Unknown,Afternoon,4,1,,,,,1,,,1,,,,,,,,,,1,,,,
12/08/2019,11:05:00,11,Mon,28400,Unknown,Morning,7,2,,,,1,,,,2,,,,,1,,,,,1,,,,
12/08/2019,11:08:00,11,Mon,20800,Unknown,Morning,3,1,,,,1,,1,,,,,,,,,,,,,,,,
12/08/2019,11:48:00,11,Mon,16300,Unknown,Morning,4,1,1,,,1,,,,,,,,,,,,,,1,,,,
12/08/2019,12:39:00,12,Mon,24300,Hoza-3-dong,Morning,6,1,2,,,3,,,,,,,,,,,,,,,,,,
12/08/2019,12:41:00,12,Mon,15800,Hoza-3-dong,Morning,3,1,,,,,,,,,,,,,,1,,,1,,,,,
12/08/2019,12:48:00,12,Mon,14800,Hupyeong-1-dong,Morning,3,1,,,,,1,,,1,,,,,,,,,,,,,,
12/08/2019,12:53:00,12,Mon,16300,Hupyeong-1-dong,Morning,4,1,,,,,,,,,1,,,,,,,,,2,,,,
12/08/2019,13:27:00,13,Mon,18300,Hupyeong-2-dong,Afternoon,4,1,1,,,,,,,1,1,,,,,,,,,,,,,
12/08/2019,13:56:00,13,Mon,19100,Seoksa-dong,Afternoon,4,2,,,1,1,,,,,,,,,,,,,,,,,,
12/08/2019,14:08:00,14,Mon,32100,Hupyeong-1-dong,Afternoon,7,1,,,2,,,,,,,,,,1,1,,,,,1,,1,
12/08/2019,15:01:00,15,Mon,26000,Soyang-dong,Afternoon,5,5,,,,,,,,,,,,,,,,,,,,,,
14/08/2019,11:03:00,11,Wed,41200,Toege-dong,Morning,10,4,1,1,,2,,,,1,,,,,,1,,,,,,,,
14/08/2019,11:03:00,11,Wed,17800,Mion-dong,Morning,5,1,1,1,,1,,,,,,,,,,,,,,1,,,,
14/08/2019,11:04:00,11,Wed,18300,Hoza-3-dong,Morning,4,1,,,,,,,,,1,,,,,1,,,,1,,,,
14/08/2019,11:07:00,11,Wed,17300,Mion-dong,Morning,4,1,,,,1,,,,,1,,,,,,,,,1,,,,
14/08/2019,11:16:00,11,Wed,65600,Toege-dong,Morning,12,6,1,,,,,1,,1,,,,,1,2,,,,,,,,
14/08/2019,11:22:00,11,Wed,29000,Mion-dong,Morning,7,,,,1,3,,,,1,1,,,,,,,,,,1,,,
14/08/2019,11:25:00,11,Wed,27300,Hupyeong-1-dong,Morning,7,1,1,1,1,1,,,,1,,,,,,,,1,,,,,,
14/08/2019,11:31:00,11,Wed,22300,Seoksa-dong,Morning,5,1,1,,,1,,,1,,1,,,,,,,,,,,,,
14/08/2019,11:41:00,11,Wed,14300,Mion-dong,Morning,3,1,,,1,1,,,,,,,,,,,,,,,,,,
14/08/2019,12:15:00,12,Wed,16400,Hupyeong-3-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
15/08/2019,11:03:00,11,Thur,24100,Hupyeong-3-dong,Morning,5,2,1,,,,1,1,,,,,,,,,,,,,,,,
15/08/2019,11:06:00,11,Thur,17300,Seoksa-dong,Morning,4,1,1,,,,,1,,,,,,,,,,,,1,,,,
15/08/2019,11:15:00,11,Thur,16100,Sinsa U-dong,Morning,3,2,,,,1,,,,,,,,,,,,,,,,,,
15/08/2019,11:23:00,11,Thur,22100,Gangnam-dong,Morning,4,2,1,,,1,,,,,,,,,,,,,,,,,,
15/08/2019,11:49:00,11,Thur,15100,Gangnam-dong,Morning,3,1,,,,,,,,,,,,,1,,,,1,,,,,
15/08/2019,11:50:00,11,Thur,58000,Gangnam-dong,Morning,16,,,,,16,,,,,,,,,,,,,,,,,,
15/08/2019,11:53:00,11,Thur,15000,Hupyeong-2-dong,Morning,3,,,,1,,,,,,,,,,,,,,1,,1,,,
15/08/2019,12:00:00,12,Thur,18900,Hoza-1-dong,Morning,4,2,,,,,,,,1,,,,,1,,,,,,,,,
15/08/2019,12:18:00,12,Thur,16400,Mion-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
16/08/2019,11:05:00,11,Fri,14800,Hupyeong-2-dong,Morning,3,1,,,,1,,,,,,,,,,1,,,,,,,,
16/08/2019,11:54:00,11,Fri,17800,Joun-dong,Morning,4,1,,,,,,1,1,,,,,,,,,,,1,,,,
16/08/2019,11:54:00,11,Fri,15100,Toege-dong,Morning,2,1,,,,,,,,1,,,,,,,,,,,,,,
16/08/2019,12:07:00,12,Fri,14100,Go-dong,Morning,3,2,,,,,,,,,,,,,,,,,,1,,,,
16/08/2019,12:49:00,12,Fri,18300,Sinsa U-dong,Morning,4,1,1,,,,,,,,,,,,,,,,,1,,1,,
16/08/2019,13:27:00,13,Fri,15800,Mion-dong,Afternoon,3,1,,,,,,,,,1,,,,,,,,1,,,,,
17/08/2019,11:01:00,11,Sat,20100,Mion-dong,Morning,4,2,1,1,,,,,,,,,,,,,,,,,,,,
17/08/2019,11:03:00,11,Sat,18300,Soyang-dong,Morning,4,1,,,,1,1,,,1,,,,,,,,,,,,,,
17/08/2019,11:17:00,11,Sat,24100,Soyang-dong,Morning,4,2,,,,,,,1,,,,,,,,,,,,,,,1
17/08/2019,11:30:00,11,Sat,24300,Mion-dong,Morning,5,1,,,1,,,1,,,,,,,,1,,,1,,,,,
17/08/2019,12:29:00,12,Sat,14800,Mion-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
17/08/2019,12:40:00,12,Sat,18800,Hupyeong-3-dong,Morning,4,1,,,1,,,,,1,,,,,,,,,,,1,,,
17/08/2019,12:57:00,12,Sat,29600,Mion-dong,Morning,8,2,1,2,,1,,,,1,1,,,,,,,,,,,,,
17/08/2019,13:02:00,13,Sat,19800,Seoksa-dong,Afternoon,5,1,1,1,,1,,,,,,,,,,1,,,,,,,,
17/08/2019,13:19:00,13,Sat,20300,Go-dong,Afternoon,5,1,1,1,1,,,1,,,,,,,,,,,,,,,,
17/08/2019,13:38:00,13,Sat,32600,Hupyeong-1-dong,Afternoon,7,2,1,1,,,,2,,1,,,,,,,,,,,,,,
17/08/2019,14:07:00,14,Sat,19000,Hoza-1-dong,Afternoon,4,,,,,,,1,,,,,,,,,,,1,,,,,2
18/08/2019,11:01:00,11,Sun,17300,Hupyeong-2-dong,Morning,4,1,,,,2,,,,1,,,,,,,,,,,,,,
18/08/2019,11:06:00,11,Sun,36900,Hoza-2-dong,Morning,8,3,,,,2,,,,,1,,,,,2,,,,,,,,
18/08/2019,11:09:00,11,Sun,26600,Yaksamong-dong,Morning,6,2,,,,,,1,,1,,,,,,,,,1,1,,,,
18/08/2019,11:09:00,11,Sun,22800,Hupyeong-1-dong,Morning,5,1,,,,1,,,,1,1,,,,,1,,,,,,,,
18/08/2019,11:23:00,11,Sun,17800,Hupyeong-3-dong,Morning,4,1,,,1,,,,,,,,,,,,,,1,1,,,,
18/08/2019,11:27:00,11,Sun,14100,Go-dong,Morning,3,2,,,,,,,,,,,,,,,,,,1,,,,
18/08/2019,12:04:00,12,Sun,20000,Seoksa-dong,Morning,4,,,,,,,1,,,1,,,,,1,,,1,,,,,
18/08/2019,12:22:00,12,Sun,15000,Hupyeong-2-dong,Morning,4,,1,1,,,,,,1,,,,,,1,,,,,,,,
18/08/2019,12:24:00,12,Sun,16000,Seoksa-dong,Morning,4,,,,,1,,,,1,1,,,,,,,,,1,,,,
18/08/2019,12:40:00,12,Sun,16300,Sinsa U-dong,Morning,3,1,,,,,1,,1,,,,,,,,,,,,,,,
18/08/2019,12:50:00,12,Sun,23800,Go-dong,Morning,5,1,,,,,,1,,1,,,,,,1,,,1,,,,,
18/08/2019,13:06:00,13,Sun,14300,Mion-dong,Afternoon,3,1,,,,1,,,1,,,,,,,,,,,,,,,
18/08/2019,13:29:00,13,Sun,14800,Hoza-2-dong,Afternoon,3,1,,,,1,,,,,,,,,,1,,,,,,,,
18/08/2019,13:30:00,13,Sun,36100,Hupyeong-3-dong,Afternoon,8,2,,,1,2,,,,,,,,,,,,,,,3,,,
18/08/2019,14:39:00,14,Sun,23000,Hupyeong-3-dong,Afternoon,5,,1,,,,1,1,1,,,,,,,,,,1,,,,,
19/08/2019,11:29:00,11,Mon,22800,Mion-dong,Morning,5,1,,,2,1,,,,,1,,,,,,,,,,,,,
19/08/2019,11:59:00,11,Mon,16800,Seoksa-dong,Morning,4,1,1,,,,,,,,,,,,,,,,,1,,,,1
19/08/2019,12:08:00,12,Mon,21300,Sinsa U-dong,Morning,4,1,,,,,,,,,1,,,,,1,,,1,,,,,
19/08/2019,12:10:00,12,Mon,19300,Hupyeong-2-dong,Morning,4,1,1,,,,,,,,,,,,,1,,,1,,,,,
19/08/2019,12:21:00,12,Mon,15800,Hupyeong-2-dong,Morning,6,1,1,1,,,,,1,,,,,,,1,,,1,,,,,
19/08/2019,12:34:00,12,Mon,23600,Hupyeong-3-dong,Morning,6,1,1,1,,,1,,,1,,,,,1,,,,,,,,,
19/08/2019,13:06:00,13,Mon,19300,Mion-dong,Afternoon,4,1,1,,,,,2,,,,,,,,,,,,,,,,
19/08/2019,13:24:00,13,Mon,14800,Hupyeong-1-dong,Afternoon,3,1,,,1,,,,1,,,,,,,,,,,,,,,
19/08/2019,13:53:00,13,Mon,24300,Hupyeong-1-dong,Afternoon,5,1,,,1,,,1,,,,,,1,,1,,,,,,,,
19/08/2019,14:16:00,14,Mon,23800,Soyang-dong,Afternoon,5,1,,,,,,1,,1,,,,,,1,,,1,,,,,
19/08/2019,14:20:00,14,Mon,15300,Hoza-3-dong,Afternoon,3,1,,,1,,,1,,,,,,,,,,,,,,,,
19/08/2019,15:14:00,15,Mon,15300,Hupyeong-3-dong,Afternoon,4,,1,1,,,,,,,1,,,,1,,,,,,,,,
19/08/2019,15:27:00,15,Mon,21600,Sinsa U-dong,Afternoon,4,2,,,,,,2,,,,,,,,,,,,,,,,
19/08/2019,15:30:00,15,Mon,18800,Myunwha-dong,Afternoon,4,1,,,,1,,,,,,,,,,,,,1,,,,,1
21/08/2019,11:02:00,11,Wed,19900,Hupyeong-3-dong,Morning,4,3,,,,1,,,,,,,,,,,,,,,,,,
21/08/2019,11:04:00,11,Wed,18800,Soyang-dong,Morning,4,1,,,1,1,,,,,,,,,,1,,,,,,,,
21/08/2019,11:07:00,11,Wed,15300,Gangnam-dong,Morning,4,1,,,,,,,,1,,,,,,,,,,2,,,,
21/08/2019,11:28:00,11,Wed,54000,Yaksamong-dong,Morning,9,5,3,,,1,,,,,,,,,,,,,,,,,,
21/08/2019,12:13:00,12,Wed,18300,Hupyeong-2-dong,Morning,4,1,,,,,,1,,,,,,,,,,,1,1,,,,
21/08/2019,12:19:00,12,Wed,16100,Hupyeong-3-dong,Morning,3,2,,,,,,,,,,,,,,1,,,,,,,,
21/08/2019,12:29:00,12,Wed,19300,Hupyeong-1-dong,Morning,4,1,,,,,,,,1,,,,,,1,,1,,,,,,
21/08/2019,12:51:00,12,Wed,17500,Hupyeong-3-dong,Morning,4,,1,,,1,1,,,,,,,,,,,,,,,,,1
21/08/2019,13:01:00,13,Wed,15800,Toege-dong,Afternoon,4,1,,,1,,,,,,,,,,,,,,,2,,,,
21/08/2019,13:15:00,13,Wed,17000,Hupyeong-2-dong,Afternoon,4,,,,,2,,1,,1,,,,,,,,,,,,,,
21/08/2019,13:26:00,13,Wed,15600,Namion-dong,Afternoon,4,1,,,,,,,,,,,,,1,,,1,,1,,,,
21/08/2019,13:43:00,13,Wed,21100,Sinsa U-dong,Afternoon,4,2,,,1,,,,,,,,,1,,,,,,,,,,
21/08/2019,14:11:00,14,Wed,25000,Hupyeong-2-dong,Afternoon,6,,1,,,2,,,,1,1,,,,,,,,1,,,,,
21/08/2019,14:38:00,14,Wed,23000,Mion-dong,Afternoon,5,,1,,,,,,,,1,,,,,,,,1,,,1,,1
22/08/2019,11:48:00,11,Thur,14800,Hupyeong-3-dong,Morning,3,1,,,,1,1,,,,,,,,,,,,,,,,,
22/08/2019,12:08:00,12,Thur,23300,Hoza-2-dong,Morning,5,1,,,,1,,1,1,,1,,,,,,,,,,,,,
22/08/2019,12:12:00,12,Thur,15800,Hoza-2-dong,Morning,3,1,,,,,,1,,,,,,,,1,,,,,,,,
22/08/2019,12:55:00,12,Thur,16400,Soyang-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
22/08/2019,13:07:00,13,Thur,26600,Hupyeong-3-dong,Afternoon,6,2,,,,1,,,,2,,,,,,,,,1,,,,,
22/08/2019,13:49:00,13,Thur,23400,Hupyeong-1-dong,Afternoon,5,3,,,,,,,,2,,,,,,,,,,,,,,
22/08/2019,14:17:00,14,Thur,20600,Hoza-2-dong,Afternoon,4,2,,,,,,,,,,,,,,1,,,,,,1,,
22/08/2019,14:35:00,14,Thur,15800,Hupyeong-1-dong,Afternoon,3,1,,,,,1,1,,,,,,,,,,,,,,,,
22/08/2019,15:24:00,15,Thur,26000,Mion-dong,Afternoon,5,,,,,1,,1,,,,,,,,1,,,1,1,,,,
23/08/2019,11:28:00,11,Fri,42200,Mion-dong,Morning,10,4,3,,,3,,,,,,,,,,,,,,,,,,
23/08/2019,11:53:00,11,Fri,57700,Toege-dong,Morning,12,9,,,,,,,,1,,,,,,1,,,1,,,,,
23/08/2019,12:42:00,12,Fri,14100,Hoza-2-dong,Morning,3,1,,,,1,,,,,,,,,1,,,,,,,,,
23/08/2019,12:47:00,12,Fri,19800,Hoza-2-dong,Morning,4,1,,,1,,,,,,1,,,,,,,,1,,,,,
23/08/2019,15:32:00,15,Fri,22000,Hupyeong-3-dong,Afternoon,5,,,,,1,,,1,1,,,,1,,,,,,,1,,,
24/08/2019,11:06:00,11,Sat,16000,Hupyeong-1-dong,Morning,4,,,,,2,,,,2,,,,,,,,,,,,,,
24/08/2019,11:09:00,11,Sat,20100,Hupyeong-1-dong,Morning,5,1,,,,,,,,,,,,,1,,,,1,2,,,,
24/08/2019,11:13:00,11,Sat,25600,Hoza-2-dong,Morning,6,1,1,,,,,1,,,,,,,1,,,,,1,,1,,
24/08/2019,11:14:00,11,Sat,23100,Mion-dong,Morning,5,2,1,,,1,,1,,,,,,,,,,,,,,,,
24/08/2019,11:14:00,11,Sat,17300,Hupyeong-3-dong,Morning,4,1,1,,,1,,,,1,,,,,,,,,,,,,,
24/08/2019,11:18:00,11,Sat,24900,Hupyeong-3-dong,Morning,6,3,,,,1,,,,,,,,,,,,,,2,,,,
24/08/2019,11:19:00,11,Sat,17300,Gangnam-dong,Morning,4,1,,,,3,,,,,,,,,,,,,,,,,,
24/08/2019,11:42:00,11,Sat,14300,Hupyeong-1-dong,Morning,3,1,,,1,1,,,,,,,,,,,,,,,,,,
24/08/2019,11:51:00,11,Sat,15600,Hupyeong-3-dong,Morning,3,2,,,,,,,1,,,,,,,,,,,,,,,
24/08/2019,11:55:00,11,Sat,20800,Mion-dong,Morning,5,,1,,,2,1,,,,,,,,1,,,,,,,,,
24/08/2019,12:28:00,12,Sat,15800,Soyang-dong,Morning,3,1,,,,,,,,,,,,,,1,,,1,,,,,
24/08/2019,12:56:00,12,Sat,23300,Sinsa U-dong,Morning,5,1,2,,,,,,1,,1,,,,,,,,,,,,,
24/08/2019,13:07:00,13,Sat,14800,Hoza-3-dong,Afternoon,3,1,1,,,,1,,,,,,,,,,,,,,,,,
24/08/2019,14:13:00,14,Sat,15300,Hupyeong-2-dong,Afternoon,3,1,,,,,,,,,1,,,,,,,,,,,,,1
25/08/2019,11:02:00,11,Sun,16400,Hoza-2-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
25/08/2019,11:04:00,11,Sun,15300,Soyang-dong,Morning,3,1,,,1,,,1,,,,,,,,,,,,,,,,
25/08/2019,11:06:00,11,Sun,17300,Mion-dong,Morning,4,1,,,,,,,,1,1,,,,,,,,,1,,,,
25/08/2019,11:18:00,11,Sun,15300,Mion-dong,Morning,4,1,1,,,,,,,,,,,,,,,,,2,,,,
25/08/2019,11:53:00,11,Sun,15300,Soyang-dong,Morning,4,1,1,1,,1,,,,,,,,,,,,,,,,,,
25/08/2019,12:02:00,12,Sun,15800,Seoksa-dong,Morning,3,1,,,,,,1,,,,,,,,1,,,,,,,,
25/08/2019,12:05:00,12,Sun,22100,Hupyeong-1-dong,Morning,5,2,,,,,,,,3,,,,,,,,,,,,,,
25/08/2019,12:05:00,12,Sun,14100,Hupyeong-2-dong,Morning,3,2,,,,,,,,,,,,,,,,,,1,,,,
25/08/2019,12:23:00,12,Sun,25300,Hupyeong-3-dong,Morning,6,1,,,,1,1,,,1,,,,,,,,,,1,1,,,
25/08/2019,12:43:00,12,Sun,17400,Sinsa U-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
25/08/2019,12:48:00,12,Sun,15100,Toege-dong,Morning,3,1,,,,,,1,,,,,,,1,,,,,,,,,
25/08/2019,13:13:00,13,Sun,15600,Toege-dong,Afternoon,3,2,,,,,,,1,,,,,,,,,,,,,,,
26/08/2019,11:16:00,11,Mon,17800,Hoza-2-dong,Morning,4,1,,,1,,,,,,,,,,,1,,,,1,,,,
26/08/2019,11:17:00,11,Mon,19900,Mion-dong,Morning,4,3,1,,,,,,,,,,,,,,,,,,,,,
26/08/2019,11:30:00,11,Mon,18000,Mion-dong,Morning,5,,,,,1,,,1,1,,,,,,,,,,2,,,,
26/08/2019,11:49:00,11,Mon,15500,Mion-dong,Morning,3,,,,,,,2,,,,,,,,1,,,,,,,,
26/08/2019,12:05:00,12,Mon,14800,Mion-dong,Morning,3,1,,,,1,,1,,,,,,,,,,,,,,,,
26/08/2019,14:25:00,14,Mon,15300,Hoza-2-dong,Afternoon,3,1,,,,,,,1,,,,,,,1,,,,,,,,
26/08/2019,15:48:00,15,Mon,21600,Sinsa U-dong,Afternoon,4,2,,,,,,2,,,,,,,,,,,,,,,,
26/08/2019,16:06:00,16,Mon,14000,Hupyeong-2-dong,Evening,3,,,,1,,,,2,,,,,,,,,,,,,,,
26/08/2019,16:11:00,16,Mon,22800,Hupyeong-3-dong,Evening,5,1,,,,,,1,,,1,,,,,,,,1,1,,,,
28/08/2019,11:19:00,11,Wed,16300,Seoksa-dong,Morning,4,1,1,,,1,,,,,,,,,,,,,,1,,,,
28/08/2019,11:30:00,11,Wed,34100,Hupyeong-3-dong,Morning,7,2,,,,,,2,,,,,,3,,,,,,,,,,
28/08/2019,12:20:00,12,Wed,30400,Gangnam-dong,Morning,7,3,,,,2,,,,2,,,,,,,,,,,,,,
28/08/2019,12:24:00,12,Wed,18000,Hupyeong-3-dong,Morning,4,,,,,,,1,,,,,,1,,1,,,,1,,,,
28/08/2019,12:46:00,12,Wed,18600,Hoza-1-dong,Morning,4,2,,,,2,,,,,,,,,,,,,,,,,,
28/08/2019,13:42:00,13,Wed,14800,Seoksa-dong,Afternoon,3,1,,,,,,,,1,,,,,,1,,,,,,,,
28/08/2019,13:57:00,13,Wed,33400,Hupyeong-2-dong,Afternoon,7,3,,,2,,1,,,,1,,,,,,,,,,,,,
28/08/2019,14:05:00,14,Wed,19300,Hupyeong-3-dong,Afternoon,4,1,1,,,,1,,,,,,,,,1,,,,,,,,
29/08/2019,11:04:00,11,Thur,22300,Joun-dong,Morning,6,1,2,,,,,,,1,,,,,,,,,,2,,,,
29/08/2019,12:25:00,12,Thur,18300,Hupyeong-3-dong,Morning,4,1,,,,2,,,,,,,,1,,,,,,,,,,
29/08/2019,12:35:00,12,Thur,16100,Mion-dong,Morning,3,2,,,,,,,,,1,,,,,,,,,,,,,
29/08/2019,13:12:00,13,Thur,24000,Hupyeong-1-dong,Afternoon,5,,,,1,,,,,,,,,,,,,,,,2,2,,
29/08/2019,13:28:00,13,Thur,53800,Hupyeong-1-dong,Afternoon,12,6,2,,2,1,,,,,1,,,,,,,,,,,,,
29/08/2019,14:01:00,14,Thur,30800,Hoza-1-dong,Afternoon,6,6,,,,,,,,,,,,,,,,,,,,,,
29/08/2019,14:31:00,14,Thur,15500,Sinsa U-dong,Afternoon,3,,,,,1,1,,,,,,,,,,,,1,,,,,
29/08/2019,15:08:00,15,Thur,15000,Hupyeong-1-dong,Afternoon,4,,,,,1,,,,,,,,,,,,,,2,1,,,
29/08/2019,16:15:00,16,Thur,19000,Hupyeong-2-dong,Evening,5,,1,1,,,,,,1,,,,,,,,,1,,,,,1
29/08/2019,16:45:00,16,Thur,24300,Hoza-2-dong,Evening,5,1,,,,,,1,1,,1,,,,,1,,,,,,,,
29/08/2019,16:46:00,16,Thur,15100,Go-dong,Evening,3,1,,,,,,,,,,,,,1,1,,,,,,,,
30/08/2019,11:10:00,11,Fri,16400,Yaksamong-dong,Morning,3,3,,,,,,,,,,,,,,,,,,,,,,
30/08/2019,11:16:00,11,Fri,14800,Mion-dong,Morning,3,1,1,,,,,,,,,,,,,,,,,,1,,,
30/08/2019,11:18:00,11,Fri,39300,Hupyeong-1-dong,Morning,8,6,,,1,,,,,,,,,,,,,,1,,,,,
30/08/2019,11:36:00,11,Fri,20600,Hupyeong-2-dong,Morning,4,2,,,,,,,,,,,,,,,,,2,,,,,
30/08/2019,13:10:00,13,Fri,14300,Hupyeong-1-dong,Afternoon,3,1,,,1,1,,,,,,,,,,,,,,,,,,
30/08/2019,14:13:00,14,Fri,16000,Mion-dong,Afternoon,4,,,,,1,,,,1,,,,,,1,,,,1,,,,
30/08/2019,14:30:00,14,Fri,21200,Mion-dong,Afternoon,4,4,,,,,,,,,,,,,,,,,,,,,,
30/08/2019,15:00:00,15,Fri,23100,Hupyeong-1-dong,Afternoon,5,2,,,,,,,,2,,,,,,,,,1,,,,,
30/08/2019,15:05:00,15,Fri,28800,Mion-dong,Afternoon,5,1,1,1,,,,,,1,,,,,,,,,,,1,,,
30/08/2019,15:25:00,15,Fri,28300,Hupyeong-1-dong,Afternoon,6,1,,,2,,2,,,,,,,,,,,1,,,,,,
30/08/2019,15:39:00,15,Fri,15500,Mion-dong,Afternoon,3,,,,,,,2,,,1,,,,,,,,,,,,,
30/08/2019,16:18:00,16,Fri,18800,Mion-dong,Evening,4,1,1,,1,,,1,,,,,,,,,,,,,,,,
31/08/2019,11:15:00,11,Sat,18600,Hoza-2-dong,Morning,4,1,,,,,,1,,1,,,,,1,,,,,,,,,
31/08/2019,11:20:00,11,Sat,16300,Toege-dong,Morning,4,1,,,,1,,,,1,,,,,,,,,,1,,,,
31/08/2019,11:37:00,11,Sat,14800,Hupyeong-3-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
31/08/2019,12:31:00,12,Sat,16300,Toege-dong,Morning,4,1,,,,1,,,,1,,,,,,,,,,1,,,,
31/08/2019,12:34:00,12,Sat,14800,Hupyeong-1-dong,Morning,3,1,,,,,,1,,1,,,,,,,,,,,,,,
31/08/2019,13:16:00,13,Sat,16000,Mion-dong,Afternoon,4,,4,,,,,,,,,,,,,,,,,,,,,
31/08/2019,14:50:00,14,Sat,16100,Hupyeong-3-dong,Afternoon,3,2,,,,,,,,,,,,1,,,,,,,,,,
31/08/2019,15:27:00,15,Sat,14100,Namion-dong,Afternoon,3,2,,,,,1,,,,,,,,,,,,,,,,,
01/09/2019,11:05:00,11,Sun,23300,Hupyeong-2-dong,Morning,5,1,,,,,,,1,1,1,,,,,1,,,,,,,,
01/09/2019,11:22:00,11,Sun,14800,Mion-dong,Morning,3,1,,,,,,,,1,,,,,,,,,1,,,,,
01/09/2019,11:40:00,11,Sun,22100,Hupyeong-2-dong,Morning,5,2,1,,,1,,,,1,,,,,,,,,,,,,,
01/09/2019,12:04:00,12,Sun,19600,Hoza-3-dong,Morning,4,2,,,,,1,,,1,,,,,,,,,,,,,,
01/09/2019,12:07:00,12,Sun,16600,Seoksa-dong,Morning,4,2,1,1,,,,,,,,,,,,,,,,,,,,
01/09/2019,12:25:00,12,Sun,22900,Hoza-1-dong,Morning,5,2,1,,,,,,1,,,,,,1,,,,,,,,,
01/09/2019,12:39:00,12,Sun,28300,Hupyeong-3-dong,Morning,6,1,1,,,,,,1,1,,,,,,,,,2,,,,,
01/09/2019,13:56:00,13,Sun,14800,Seoksa-dong,Afternoon,3,,,,,,,1,,,,,,,1,,,,1,,,,,
01/09/2019,14:05:00,14,Sun,33100,Seoksa-dong,Afternoon,8,1,,,2,1,,,1,2,,,,,1,,,,,,,,,
01/09/2019,14:35:00,14,Sun,14800,Hoza-3-dong,Afternoon,3,1,,,,1,,,,,,,,,,1,,,,,,,,
01/09/2019,14:43:00,14,Sun,15800,Hoza-2-dong,Afternoon,3,1,,,,,,,,,1,,,,,,,,,,1,,,
01/09/2019,15:04:00,15,Sun,16100,Soyang-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,1,,,,,
02/09/2019,12:12:00,12,Mon,31400,Myunwha-dong,Morning,7,3,,,,1,,,,,,,,,,1,,,1,1,,,,
02/09/2019,14:17:00,14,Mon,20300,Hupyeong-3-dong,Afternoon,4,1,,,,,,1,,,,,,,,,,,,,1,1,,
02/09/2019,14:30:00,14,Mon,24300,Mion-dong,Afternoon,5,1,,,,,,,1,,2,,,,,1,,,,,,,,
